Dataset,Subset,Smoothness,Integer Percentage,Average Run Length,Gorilla CR,Sprintz CR,ToBinary CR,gzip CR,DFCMGorilla CR,DFCMSprintz CR
argonne,241,1724.379864,1,1.00378993,0.22,0.53,0.57,0.286246214,,
argonne,625,79851.07147,1,1.707207207,0.07,0.6,0.81,0.054970748,,
argonne,417,23576.3717,1,1.506234771,0.12,0.72,0.88,0.072645317,,
argonne,877,Infinity,1,2.060517195,0.05,0.53,0.84,0.04714745,,
argonne,279,13893.16014,1,1.003861004,0.21,0.53,0.58,0.283973796,,
argonne,883,Infinity,1,1.886943085,0.05,0.57,0.85,0.050673574,,
argonne,410,78062.10751,1,1.597859575,0.11,0.67,0.89,0.075059687,,
argonne,622,769.4943625,1,1.792327266,0.06,0.58,0.84,0.057143835,,
argonne,246,8713.297328,1,1.005572442,0.2,0.54,0.59,0.277045098,,
argonne,848,44009.81153,1,2.201214575,0.06,0.53,0.87,0.050239091,,
argonne,676,847562.3852,0.004314477,1.005422993,0.83,0.79,0.85,0.361077936,,
argonne,444,3286.012756,1,1.004455761,0.27,0.73,0.79,0.241719565,,
argonne,212,1127.528083,1,1.002091714,0.22,0.53,0.57,0.290445831,,
argonne,682,28979.33143,0.003392939,1.004514049,0.86,0.81,0.88,0.337666915,,
argonne,823,527299.1545,1,1.003832641,0.21,0.56,0.61,0.253754357,,
argonne,649,36231.08931,0.006458384,1.00797526,0.76,0.76,0.83,0.304100514,,
argonne,685,201546.9787,0.003102122,1.002238806,0.7,0.71,0.77,0.354432485,,
argonne,215,340620.7048,1,1.004070747,0.24,0.59,0.63,0.267582101,,
argonne,443,8401.04839,1,1.001484414,0.28,0.74,0.81,0.241177058,,
argonne,671,2060.959033,0.00394526,1.004334365,0.82,0.8,0.86,0.358554586,,
argonne,488,2843.672129,1,1.001524855,0.28,0.74,0.81,0.239542201,,
argonne,824,256504.395,1,1.004388498,0.21,0.57,0.61,0.264324834,,
argonne,481,41837.14473,1,1.012035692,0.27,0.76,0.83,0.220052636,,
argonne,475,5161.133418,1,1.003543914,0.28,0.75,0.81,0.233503252,,
argonne,647,1.64E+07,0.005185185,1.003469641,0.7,0.71,0.77,0.389643584,,
argonne,223,5412571.642,1,1.004115226,0.28,0.53,0.57,0.279458823,,
argonne,812,12135.87114,1,1.001904762,0.2,0.55,0.59,0.279210116,,
argonne,678,422.3295263,0.00613063,1.005215742,0.75,0.75,0.81,0.376919943,,
argonne,224,2590.507039,1,1.004424779,0.2,0.54,0.59,0.283427918,,
argonne,640,5108.384865,0.002283105,1.005194491,0.71,0.72,0.78,0.351062464,,
argonne,472,69951.38274,1,1.00356837,0.27,0.75,0.81,0.226179837,,
argonne,486,4344.578595,1,1.003658274,0.27,0.74,0.81,0.234091451,,
argonne,815,5539.217916,1,1.004614094,0.19,0.53,0.58,0.287136779,,
argonne,882,58508.00526,1,1.833026961,0.05,0.58,0.82,0.05175499,,
argonne,278,28907.9121,1,1.004236508,0.29,0.59,0.64,0.250049686,,
argonne,876,15904.89954,1,1.46861268,0.06,0.67,0.83,0.0570364,,
argonne,623,11434.77552,1,1.775451741,0.06,0.55,0.76,0.043862848,,
argonne,411,15901.32645,1,1.463101939,0.1,0.67,0.83,0.059538516,,
argonne,849,7321.743064,1,2.3988,0.04,0.48,0.86,0.042801,,
argonne,247,529801.0569,1,1.002506266,0.21,0.54,0.59,0.289818791,,
argonne,429,95754.55437,1,1.005771331,0.27,0.76,0.82,0.233107733,,
argonne,871,5335.544139,1,1.625913891,0.07,0.66,0.87,0.065175362,,
argonne,885,1091.596899,1,1.522791575,0.06,0.71,0.87,0.061099614,,
argonne,240,1638.291845,1,1.003376749,0.21,0.54,0.59,0.282842343,,
argonne,416,10693.21929,1,1.525847377,0.11,0.68,0.85,0.065208201,,
argonne,624,7321.743064,1,2.3988,0.05,0.43,0.77,0.039434584,,
argonne,847,113563.1325,1,1.004248407,0.23,0.6,0.63,0.259032873,,
argonne,249,767529.9207,1,1.004938272,0.22,0.55,0.59,0.274364035,,
argonne,420,Infinity,1,1.764270153,0.08,0.59,0.84,0.067971752,,
argonne,612,56428.74273,1,2.267131522,0.06,0.46,0.81,0.04477021,,
argonne,276,3631206.12,1,1.002892263,0.23,0.53,0.57,0.271777782,,
argonne,878,11434.77552,1,1.775451741,0.05,0.61,0.84,0.047669353,,
argonne,282,13708.40195,1,1.005138746,0.23,0.54,0.59,0.28922116,,
argonne,418,107104.6825,1,1.468408262,0.11,0.67,0.83,0.060316985,,
argonne,840,208690.8354,1,1.002188483,0.21,0.54,0.58,0.272771203,,
argonne,285,1600.207696,1,1.001780415,0.2,0.54,0.58,0.301672615,,
argonne,271,23602.71057,1,1.004886221,0.31,0.54,0.58,0.273523663,,
argonne,615,11671.64042,1,1.656589147,0.06,0.57,0.75,0.050909731,,
argonne,427,1205.39299,1,1.00616991,0.27,0.75,0.82,0.239902406,,
argonne,487,4874.904599,1,1.006168513,0.27,0.77,0.83,0.23170008,,
argonne,225,99767.9293,1,1.002310136,0.27,0.59,0.63,0.258708245,,
argonne,473,48092.24122,1,1.0042123,0.28,0.77,0.83,0.233268095,,
argonne,641,73240.31805,0.003287743,1.001976805,0.71,0.72,0.77,0.358906302,,
argonne,814,101578.4756,1,1.003268737,0.19,0.54,0.58,0.284384185,,
argonne,646,117212.3491,0.00383959,1.004501608,0.73,0.73,0.79,0.368051294,,
argonne,474,1013440.077,1,1.002432597,0.28,0.76,0.82,0.224875995,,
argonne,222,33646.14044,1,1.001338688,0.2,0.54,0.58,0.291799973,,
argonne,480,43227.19034,1,1.005482148,0.27,0.77,0.83,0.229428426,,
argonne,813,1.64E+07,1,1.003469641,0.21,0.53,0.57,0.288725923,,
argonne,679,1038.681615,0.003028009,1.001516588,0.75,0.76,0.81,0.366296553,,
argonne,214,1048725.123,1,1.004086709,0.21,0.53,0.57,0.28206754,,
argonne,670,165527.4227,0.002857726,1.004100041,0.71,0.72,0.77,0.378592237,,
argonne,442,6163.487458,1,1.002637479,0.27,0.75,0.81,0.226627724,,
argonne,684,221326.2136,0.003880481,1.003244646,0.72,0.72,0.78,0.362693973,,
argonne,825,36231.08933,1,1.00797526,0.22,0.54,0.59,0.220871893,,
argonne,489,272221.5226,1,1.004932447,0.26,0.74,0.8,0.235594925,,
argonne,683,115833.9753,0.004302926,1.001724634,0.69,0.7,0.75,0.400205483,,
argonne,445,1620.310895,1,1.002291242,0.27,0.74,0.8,0.239701136,,
argonne,677,1198138.865,0.003892427,1.00426515,0.7,0.7,0.76,0.372181395,,
argonne,213,35577.78558,1,1.00797526,0.22,0.54,0.6,0.222126966,,
argonne,822,117212.348,1,1.004501608,0.19,0.54,0.58,0.271043588,,
argonne,648,292038.4251,0.002814739,1.006699304,0.76,0.76,0.83,0.376558208,,
argonne,458,10005.55656,1,1.008740781,0.3,0.73,0.8,0.232231583,,
argonne,800,5412936.644,1,1.004115226,0.22,0.53,0.57,0.277229235,,
argonne,493,16227.06972,1,1.007362645,0.3,0.77,0.84,0.216729072,,
argonne,231,463334.4134,1,1.005398816,0.21,0.55,0.6,0.260382683,,
argonne,655,1639.237604,0.004806537,1.003376749,0.73,0.73,0.8,0.384808853,,
argonne,467,5562.228767,1,1.009480337,0.27,0.71,0.79,0.236743329,,
argonne,807,1198138.849,1,1.00426515,0.22,0.52,0.57,0.278946314,,
argonne,209,165569.6272,0.003470096,1.003894241,0.78,0.74,0.79,0.38648215,,
argonne,699,342234.8822,0.005591278,1.004775952,0.78,0.79,0.85,0.36100006,,
argonne,460,34789.41565,1,1.004124026,0.27,0.76,0.82,0.22853257,,
argonne,652,208690.8363,0.002456332,1.002188483,0.79,0.73,0.78,0.369064969,,
argonne,236,72989.90987,1,1.001844775,0.24,0.54,0.58,0.267687026,,
argonne,838,7569.653435,1,1.006979695,0.21,0.52,0.56,0.26952847,,
argonne,494,51985.76141,1,1.008139346,0.29,0.77,0.85,0.198735569,,
argonne,469,55809.38578,1,1.01021166,0.28,0.73,0.81,0.221290769,,
argonne,831,201546.9796,1,1.002238806,0.22,0.53,0.57,0.265315339,,
argonne,200,209217.2136,0.005330964,1.004126701,0.78,0.72,0.78,0.349000464,,
argonne,456,6770.773875,1,1.003521954,0.27,0.74,0.8,0.238629693,,
argonne,664,195155.2359,0.00271672,1.00098912,0.69,0.69,0.74,0.388633543,,
argonne,690,270758.5876,0.003442914,1.004350736,0.7,0.71,0.77,0.341257938,,
argonne,238,23692.50773,1,1.006714789,0.21,0.53,0.58,0.251017492,,
argonne,836,30665.65416,1,1.004156276,0.21,0.58,0.62,0.270111024,,
argonne,697,7569.653435,0.004095133,1.006979695,0.7,0.71,0.77,0.362746281,,
argonne,663,1600.205209,0.00473653,1.001780415,0.72,0.73,0.78,0.409383518,,
argonne,451,12637.20864,1,1.003354016,0.27,0.74,0.8,0.232393304,,
argonne,809,1600.205209,1,1.001780415,0.2,0.54,0.58,0.30189166,,
argonne,207,321613.579,0.001993355,1.00501002,0.76,0.71,0.76,0.407356221,,
argonne,405,Infinity,1,1.721192871,0.12,0.64,0.88,0.064282235,,
argonne,637,216804.6829,0.00183756,1.009649286,0.76,0.75,0.83,0.337448638,,
argonne,253,70011.1131,1,1.005623243,0.29,0.53,0.57,0.275829089,,
argonne,896,26754.47938,1,1.699080524,0.05,0.6,0.83,0.055638944,,
argonne,298,1.64E+07,1,1.003469641,0.22,0.53,0.57,0.290232789,,
argonne,862,Infinity,1,2.167676768,0.04,0.52,0.84,0.051695914,,
argonne,608,103674.3991,1,1.638211382,0.07,0.63,0.83,0.06063806,,
argonne,254,169896.2641,1,1.006012256,0.27,0.58,0.63,0.258520808,,
argonne,630,Infinity,1,2.060517195,0.05,0.48,0.76,0.043219881,,
argonne,402,1803.702291,1,1.572896596,0.14,0.66,0.85,0.075983747,,
argonne,865,76141.26284,1,1.819146184,0.05,0.58,0.83,0.049846127,,
argonne,891,61202.85316,1,1.746776084,0.06,0.63,0.88,0.061740237,,
argonne,606,45523.61185,1,2.631267092,0.04,0.41,0.79,0.037055446,,
argonne,434,244215.1312,1,1.007033248,0.3,0.75,0.81,0.221509429,,
argonne,262,416604.2581,1,1.001821494,0.22,0.53,0.57,0.272554888,,
argonne,898,769.4943625,1,1.792327266,0.06,0.63,0.91,0.061519069,,
argonne,296,55534.49758,1,1.001117545,0.3,0.58,0.62,0.268245239,,
argonne,853,19825.43871,1,1.919410319,0.05,0.54,0.83,0.053648466,,
argonne,639,41355.58384,0.003174603,1.001362707,0.7,0.71,0.76,0.388573144,,
argonne,291,116012.4094,1,1.011196351,0.27,0.58,0.63,0.249981889,,
argonne,265,1150058.586,1,1.002156205,0.21,0.55,0.59,0.277582263,,
argonne,433,3623.753377,1,1.003726708,0.28,0.73,0.81,0.24051974,,
argonne,601,497.3197873,1,2.155371901,0.06,0.49,0.79,0.046731089,,
argonne,854,2312.495662,1,1.666337611,0.06,0.62,0.82,0.062496193,,
argonne,837,422.3295263,1,1.005215742,0.23,0.55,0.59,0.276784933,,
argonne,239,53391.20171,1,1.003195507,0.31,0.55,0.6,0.260302954,,
argonne,450,2647.72428,1,1.003309747,0.27,0.75,0.82,0.235607998,,
argonne,662,117984.5366,0.004510507,1.011406056,0.85,0.78,0.85,0.336035909,,
argonne,206,101572.5035,0.00511866,1.003268737,0.73,0.73,0.79,0.387107194,,
argonne,808,2060.959033,1,1.004334365,0.24,0.59,0.62,0.263870862,,
argonne,696,165761.6982,0.003517316,1.004348417,0.82,0.78,0.84,0.362574095,,
argonne,468,68515.08379,1,1.003737445,0.26,0.73,0.8,0.240219038,,
argonne,830,1969.865455,1,1.002966343,0.22,0.57,0.61,0.271127312,,
argonne,691,101578.4771,0.00511866,1.003268737,0.73,0.73,0.79,0.386558111,,
argonne,201,49045.89857,0.006633813,1.002470309,0.89,0.84,0.88,0.366949117,,
argonne,665,256504.392,0.007358013,1.004388498,0.76,0.77,0.83,0.351744048,,
argonne,457,430886.9769,1,1.002862477,0.27,0.74,0.81,0.224316246,,
argonne,698,23708.33375,0.003508772,1.003521954,0.69,0.7,0.75,0.391858679,,
argonne,208,28907.91205,0.003851444,1.004236508,0.9,0.82,0.89,0.342343715,,
argonne,806,56214.6262,1,1.001422764,0.21,0.57,0.61,0.26734873,,
argonne,495,41654.6878,1,1.002599891,0.28,0.77,0.83,0.229638615,,
argonne,653,291418.3592,0.00444388,1.006389776,0.78,0.8,0.85,0.348058957,,
argonne,461,27665.80653,1,1.006140267,0.29,0.76,0.82,0.224225563,,
argonne,839,8713.286711,1,1.005572442,0.2,0.54,0.59,0.277048213,,
argonne,237,30838.15462,1,1.003600111,0.28,0.59,0.63,0.273176681,,
argonne,459,2149.480827,1,1.004295414,0.28,0.76,0.82,0.233135809,,
argonne,801,2985.877936,1,1.002190923,0.19,0.55,0.59,0.282770162,,
argonne,230,21542.6297,1,1.009126009,0.2,0.53,0.58,0.274167385,,
argonne,466,8540.786405,1,1.005330358,0.28,0.76,0.82,0.229995811,,
argonne,654,110856.4294,0.005066012,1.00323475,0.7,0.71,0.77,0.372003003,,
argonne,492,479755.661,1,1.010614621,0.29,0.75,0.83,0.213366112,,
argonne,264,33506.13226,1,1.002497699,0.24,0.58,0.63,0.268001477,,
argonne,600,19825.43871,1,1.919410319,0.06,0.52,0.79,0.05170636,,
argonne,432,637764.9147,1,1.003375934,0.28,0.74,0.81,0.2290234,,
argonne,290,101572.5019,1,1.003268737,0.24,0.54,0.58,0.284519824,,
argonne,855,978.2578835,1,1.548892284,0.08,0.71,0.89,0.066412413,,
argonne,297,2053.48686,1,1.004210005,0.27,0.6,0.63,0.265723547,,
argonne,899,Infinity,1,1.734196117,0.05,0.6,0.83,0.059231385,,
argonne,435,1341.346859,1,1.004588264,0.26,0.73,0.8,0.239146182,,
argonne,607,2937.634307,1,1.487046632,0.08,0.63,0.79,0.055044825,,
argonne,263,80919.48396,1,1.003010753,0.21,0.53,0.57,0.285963409,,
argonne,852,18207.7653,1,1.510618216,0.06,0.65,0.82,0.05950408,,
argonne,638,3624.37058,0.004179437,1.005745516,0.79,0.8,0.86,0.360356434,,
argonne,255,421.7872751,1,1.004977483,0.25,0.55,0.6,0.277812895,,
argonne,403,Infinity,1,1.720455624,0.1,0.61,0.84,0.060183645,,
argonne,631,Infinity,1,2.31043257,0.05,0.45,0.78,0.050493607,,
argonne,890,678.5974885,1,1.820714286,0.05,0.59,0.84,0.054876667,,
argonne,864,570.5132234,1,1.820446735,0.05,0.58,0.84,0.053210874,,
argonne,636,23635.5858,0.003611613,1.004886221,0.71,0.72,0.77,0.366208515,,
argonne,404,1234.459302,1,2.19248396,0.06,0.51,0.84,0.051108294,,
argonne,252,195193.7511,1,1.000741656,0.22,0.53,0.57,0.293950867,,
argonne,863,1969.686675,1,1.603413143,0.07,0.68,0.89,0.069353841,,
argonne,609,Infinity,1,1.859527478,0.06,0.52,0.75,0.045697006,,
argonne,299,1800300.178,1,1.010095825,0.26,0.59,0.65,0.230045985,,
argonne,897,3412.281695,1,1.562359128,0.06,0.64,0.83,0.059312307,,
argonne,46,57711.63577,1,1.646561772,0.15,0.57,0.76,0.063877582,,
argonne,549,Infinity,1,1.494045534,0.08,0.65,0.82,0.065035992,,
argonne,911,41542.94833,1,1.877218225,0.05,0.58,0.84,0.055350849,,
argonne,582,647.0757524,1,1.760907003,0.06,0.54,0.75,0.049253457,,
argonne,79,1059.196552,1,1.447266209,0.12,0.69,0.82,0.070945731,,
argonne,112,41120.44419,0.004535147,1.001362707,0.77,0.72,0.77,0.393046553,,
argonne,320,Infinity,1,1.570456754,0.1,0.65,0.82,0.06538486,,
argonne,744,470226.367,1,1.003281963,0.21,0.53,0.57,0.264810813,,
argonne,576,3193.412964,1,2.562388592,0.05,0.43,0.79,0.042125043,,
argonne,916,7396.551876,1,1.785661126,0.05,0.56,0.82,0.049987853,,
